key,worldpop_population_map,worldpop_population_map_male_age_00_05,worldpop_population_map_male_age_05_09,worldpop_population_map_male_age_10_15,worldpop_population_map_male_age_15_19,worldpop_population_map_male_age_20_25,worldpop_population_map_male_age_25_29,worldpop_population_map_male_age_30_35,worldpop_population_map_male_age_35_39,worldpop_population_map_male_age_40_45,worldpop_population_map_male_age_45_49,worldpop_population_map_male_age_50_55,worldpop_population_map_male_age_55_59,worldpop_population_map_male_age_60_65,worldpop_population_map_male_age_65_69,worldpop_population_map_male_age_70_75,worldpop_population_map_male_age_75_79,worldpop_population_map_male_age_80_99,worldpop_population_map_female_age_00_05,worldpop_population_map_female_age_05_09,worldpop_population_map_female_age_10_15,worldpop_population_map_female_age_15_19,worldpop_population_map_female_age_20_25,worldpop_population_map_female_age_25_29,worldpop_population_map_female_age_30_35,worldpop_population_map_female_age_35_39,worldpop_population_map_female_age_40_45,worldpop_population_map_female_age_45_49,worldpop_population_map_female_age_50_55,worldpop_population_map_female_age_55_59,worldpop_population_map_female_age_60_65,worldpop_population_map_female_age_65_69,worldpop_population_map_female_age_70_75,worldpop_population_map_female_age_75_79,worldpop_population_map_female_age_80_99
PS,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/PSE/pse_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PSE/pse_f_80_2020.tif
PT,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/PRT/prt_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRT/prt_f_80_2020.tif
PW,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/PLW/plw_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PLW/plw_f_80_2020.tif
PY,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/PRY/pry_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/PRY/pry_f_80_2020.tif
QA,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/QAT/qat_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/QAT/qat_f_80_2020.tif
RE,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/REU/reu_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/REU/reu_f_80_2020.tif
RO,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/ROU/rou_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/ROU/rou_f_80_2020.tif
RS,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/SRB/srb_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SRB/srb_f_80_2020.tif
RU,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/RUS/rus_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RUS/rus_f_80_2020.tif
RW,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/RWA/rwa_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/RWA/rwa_f_80_2020.tif
SA,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/SAU/sau_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/SAU/sau_f_80_2020.tif
